id,source,title,company,primary_location,locations,remote,salary_status,salary_min,salary_max,salary_currency,salary_period,sap_focus,role_family,seniority,modules,skills,posted_at,url,description_excerpt
375fa4f9b2f78cd6,arbeitnow,Senior SAP FICO Analyst (m/f/x),FINN,Remote,Remote,True,Not disclosed,,,,,Core SAP delivery role,Technical / Development,Lead / Manager,S/4HANA; BTP / Integration; FI / CO / FICO,S/4HANA; SAP BTP; CPI / Integration Suite; FICO; Agile / Scrum; English,2026-07-22T23:24:49,https://www.arbeitnow.com/jobs/companies/finn/senior-sap-fico-analyst-europe-151543,"Your Role As Staff SAP FICO Analyst, you are the senior technical authority on our core financial system. You own how solutions are designed and built in S/4HANA: you make the system design decisions, technically validate changes before they reach production, and quality-gate the work of our implementation partners. You work alongside a Product Manager who owns what we build and a FICO Consultant who owns day-to-day "
0f8c49f458bac790,arbeitnow,Senior Consultant - Lending (CML/CMS) (m/f/d),Fioneer,Germany,Germany,True,Not disclosed,,,,,SAP module/technical requirement,Technical / Development,Senior,S/4HANA,S/4HANA; Agile / Scrum; English; German,2026-07-20T23:20:52,https://www.arbeitnow.com/jobs/companies/fioneer/remote-senior-consultant-lending-cml-cms-germany-215363,"Innovation is and will always be the core of SAP Fioneer, and it is the promise of why we were spun out of SAP: agility, innovation, and delivery. SAP Fioneer builds on a heritage of outstanding technology and a deep understanding of corporate and consumer demands. At the heart of it all it is simple: We bring financial services to the next level with innovative software solutions and platforms. We are helping financ"
afbed952b0c489a0,arbeitnow,SAP HCM Berater (m/w/d),HR Team Consult GmbH,Karlsfeld,Karlsfeld,False,Not disclosed,,,,,SAP-titled role,Other SAP-Related,Mid / Unspecified,HCM / SuccessFactors,English,2026-07-21T16:30:29,https://www.arbeitnow.com/jobs/companies/hr-team-consult-gmbh/sap-hcm-berater-karlsfeld-488311,"Als zukunftsorientiertes und wachsendes Unternehmen bietet Ihnen die HR Team Consult GmbH mit flachen Hierarchien vielfältige Entwicklungsmöglichkeiten innerhalb des Unternehmens. Als Teamplayer erwartet Sie eine spannende Arbeit – remote sowie vor Ort beim Kunden – als Festanstellung mit einem attraktiven Grundgehalt, zusätzlicher leistungsbezogener Bonusregelung und weiteren Sozialleistungen. Regelmäßige, individue"
052a1a627e883b7f,arbeitnow,(Senior) Manager Accounting and Finance Operations,Hypersonica,Germany,Germany,False,Not disclosed,,,,,SAP module/technical requirement,Data / Analytics,Lead / Manager,FI / CO / FICO,FICO; English; German,2026-07-23T02:05:41,https://www.arbeitnow.com/jobs/companies/hypersonica/senior-manager-accounting-and-finance-operations-munich-322316,"Help Build Europe's Hypersonic Capability At Hypersonica , we’re redefining what’s possible in European defence technology. We exist to deliver speed, resilience, and technological independence at a pace that sets a new standard. We are a small, elite team working on problems that matter, and solving them fast. By joining Hypersonica , you’re not stepping into a predefined role. You’re joining a talent dense environm"
fcab3ba421bec31b,arbeitnow,Senior SAP Signavio Process Expert/ Process Mining Expert- Lead Consultant,Infosys Consulting Europe,Frankfurt am Main,Frankfurt am Main; Germany,False,Not disclosed,,,,,Core SAP delivery role,Technical / Development,Lead / Manager,S/4HANA; BTP / Integration; HANA / Data,S/4HANA; SAP HANA; SAP BTP; CPI / Integration Suite; SAP Analytics Cloud; Datasphere; German,2026-07-22T08:21:52,https://www.arbeitnow.com/jobs/companies/infosys-consulting-europe/senior-sap-signavio-process-expert-process-mining-expert-lead-consultant-frankfurt-am-main-442570,Senior SAP Signavio Process Expert/ Process Mining Expert- Lead Consultant · Location: Germany-based candidates preferred; Frankfurt-Mannheim-Heidelberg-Stuttgart-Munich corridor preferred; frequent onsite travel to the client site in Mannheim/Heidelberg required · Engagement type: Full-time / permanent preferred About the Role We are seeking experienced Process Experts with strong SAP Signavio expertise to support a
a98e422fb6df7062,arbeitnow,Senior Accountant Specialist(m/f/d),Isaraerospace,Ottobrunn,Ottobrunn; Bavaria,False,Not disclosed,,,,,SAP mentioned,Data / Analytics,Senior,Unspecified SAP,English,2026-07-23T05:56:41,https://www.arbeitnow.com/jobs/companies/isaraerospace/senior-accountant-specialist-ottobrunn-bavaria-393331,<p><strong>Mission Brief </strong></p> <p>This is an exciting opportunity to join Isar Aerospace in a key role. You will work closely with finance team in headquarter and yet have an independent role in this exciting new space business. Isar Norway and Isar Sweden will gradually insource more of our accounting activities under your oversight. <br>As the responsible accountant you will ensure that accounting processes
c0374926102e7a75,arbeitnow,(Senior) Produktionscontroller (m/w/d) - Werks- und Kostencontrolling,Jan Pethe Interim Management & Consulting GmbH - JPIMC®,Jena,Jena,False,Not disclosed,,,,,SAP module/technical requirement,Data / Analytics,Senior,HCM / SuccessFactors,German,2026-07-20T21:29:03,https://www.arbeitnow.com/jobs/companies/jan-pethe-interim-management-consulting-gmbh-jpimc/senior-produktionscontroller-werks-und-kostencontrolling-jena-311861,"Im Auftrag eines erfolgreichen, produzierenden Unternehmens aus einer zukunftsorientierten Industrie suchen wir einen (Senior) Produktionscontroller (m/w/d) zur Verstärkung des Controlling-Teams an einem Produktionsstandort im Großraum Jena . In dieser zentralen Funktion übernehmen Sie die Steuerung und Analyse von Kosten, Produktionskennzahlen und Wirtschaftlichkeitsrechnungen und leisten damit einen wesentlichen Be"
31d5c166670d05d4,arbeitnow,Senior Consultant Azure Data Engineer (m/w/d),Kubidat GmbH,Germany,Germany,False,Not disclosed,,,,,SAP module/technical requirement,Technical / Development,Senior,HANA / Data,SAP BW / BI; English; German,2026-07-24T18:00:30,https://www.arbeitnow.com/jobs/companies/kubidat-gmbh/senior-consultant-azure-data-engineer-mannheim-157148,"Als Senior Consultant Azure Data Engineer unterstützt du ein strategisches Daten- und Reporting-Transformationsvorhabens mit Zielplattform Microsoft-Fabric. Der Fokus liegt auf der technischen Konzeption und Implementierung von Microsoft Fabric, beginnend mit PoC- und Pilot-Szenarien für ein gemeinsames Reporting aus SAS 9.4 und SAP BW mittels Power BI. Ziel ist es, die interne IT zu befähigen, die Plattform mittel- "
c5fac1f546d5ae48,arbeitnow,Anlagenbuchhalter (m/w/d) Assetmanagement,MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,English,2026-07-24T17:00:28,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/anlagenbuchhalter-assetmanagement-munich-189973,"Im Auftrag unseres Partnerunternehmens in Münchner suchen wir Sie zum nächstmöglichen Zeitpunkt als „Anlagenbuchhalter (m/w/d)“. Aufgaben Als Asset Accountant (m/w/d) gestalten und optimieren Sie Prozesse im Asset Lifecycle Management und begleiten anlagenbezogene Abläufe Zudem verwalten Sie Stammdaten, erfassen komplexe Anlagenbewegungen und buchen Anlagen im Bau inklusive späterer Abrechnung Auch unterstützen Sie M"
db96727d4b957cd7,arbeitnow,Auftragskoordinator Produktionsplanung (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,,2026-07-24T17:00:34,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/auftragskoordinator-produktionsplanung-munich-146365,Auftragskoordinator Produktionsplanung (m/w/d) - Vollzeit | München Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Auftragskoordinator Produktionsplanung (m/w/d)“ . Aufgaben Als Produktionsplaner (m/w/d) erstellen und steuern Sie standortübergreifende Produktions- und Grobplanungen unter Berücksichtigung von Kapazitäten und Terminen Sie prüfen Kundenaufträge auf Re
9fe02f19588b5c8d,arbeitnow,Controller (m/w/d) im öffentlichen Dienst,MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP module/technical requirement,Other SAP-Related,Mid / Unspecified,HCM / SuccessFactors,English,2026-07-24T17:00:30,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/controller-im-offentlichen-dienst-munich-7852,"Im Auftrag unseres Partnerunternehmnes suchen wir Sie zum nächstmöglichen Zeitpunkt als „Controller (m/w/d)"". Aufgaben Als Controller (m/w/d) übernehmen Sie die Verantwortung für die Planung, Steuerung und Kontrolle sämtlicher betriebswirtschaftlicher Maßnahmen Dabei unterstützen sie die Geschäftsführung bei strategischen und operativen Entscheidungen durch fundierte Analysen Sie erstellen Forecasts, Budgetplanungen,"
088dc66e9622cf8a,arbeitnow,IT Projektmanager Softwareentwicklung (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Functional Consulting,Mid / Unspecified,Unspecified SAP,English,2026-07-24T17:00:33,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/it-projektmanager-softwareentwicklung-munich-221009,"IT Projektmanager Softwareentwicklung (m/w/d) - Vollzeit | München | Unbefristet | Homeoffice-Möglichkeit Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „SAP Inhouse Consultant Business Partner (m/w/d)“. Aufgaben Sie leiten IT-Projekte zur Weiterentwicklung geschäftskritischer Softwarelösungen und steuern diese hinsichtlich Qualität, Zeit und Budget Gemeinsam mit Fa"
7fb8217d3919a691,arbeitnow,Kreditorenbuchhalter SAP (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP-titled role,Other SAP-Related,Mid / Unspecified,Unspecified SAP,English,2026-07-24T17:00:30,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/kreditorenbuchhalter-sap-munich-273907,"Im Auftrag unseres Kunden suchen wir Sie für den Standort München zum nächstmöglichen Zeitpunkt als „ Kreditorenbuchhalter SAP (m/w/d) “. Aufgaben Als Kreditorenbuchhalter (m/w/d) prüfen, erfassen und verbuchen Eingangsrechnungen in SAP Sie erstellen Belastungsanzeigen, Weiterberechnungen sowie Zahlläufe für nationale und internationale Lieferanten Darüber hinaus prüfen Sie Reisekostenabrechnungen und berücksichtigen"
c05bc257fdd74689,arbeitnow,Kundenbetreuer Immobilienverwaltung (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,English,2026-07-24T17:00:32,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/kundenbetreuer-immobilienverwaltung-munich-489538,"Wir suchen Sie im Auftrag unseres Partnerunternehmens in München als „ Kundenbetreuer Immobilienverwaltung (m/w/d)“. Aufgaben Sie bearbeiten Kundenanliegen über Telefon, E-Mail und digitale Servicekanäle und dokumentieren diese nachvollziehbar in den entsprechenden Systemen Sie lösen Anfragen eigenständig oder leiten diese qualifiziert an die zuständigen Fachbereiche weiter Darüber hinaus beantworten Sie Kundenanfrag"
92ddb435284f7d7b,arbeitnow,Personalreferent (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,English,2026-07-24T17:00:32,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/personalreferent-munich-453120,Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Personalreferent (m/w/d)“. Aufgaben Sie betreuen Personalprozesse über den gesamten Employee Lifecycle – von der Einstellung bis zum Austritt Als Ansprechperson beraten Sie Führungskräfte und Mitarbeitende in personalrelevanten Fragestellungen Zu Ihren Aufgaben gehört die Erstellung von Arbeitsverträgen sowie weiteren 
f59c6b66d27a4c66,arbeitnow,Personalreferent HR Administration & Arbeitnehmerüberlassung (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP module/technical requirement,Other SAP-Related,Mid / Unspecified,HCM / SuccessFactors,,2026-07-24T17:00:32,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/personalreferent-hr-administration-arbeitnehmeruberlassung-munich-106564,"Personalreferent HR Administration & Arbeitnehmerüberlassung (m/w/d) gesucht – Vollzeit | München Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Personalreferent (m/w/d)“. Aufgaben Sie betreuen personaladministrative Prozesse über den gesamten Employee Lifecycle – von der Einstellung bis zum Austritt Sie begleiten personelle Einzelmaßnahmen, erstellen arbeitsrechtl"
7a8b9dfa666990d5,arbeitnow,Personalsachbearbeiter (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP module/technical requirement,Other SAP-Related,Mid / Unspecified,HCM / SuccessFactors,English,2026-07-24T17:00:35,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/personalsachbearbeiter-munich-193187,"Personalsachbearbeiter (m/w/d) - Vollzeit | München | Öffentlicher Dienst Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Personalsachbearbeiter (m/w/d)“. Aufgaben Als Personalsachbearbeiter (m/w/d) betreuen Sie Mitarbeitende vom Eintritt bis zum Austritt und begleiten alle personaladministrativen Prozesse im Tagesgeschäft Sie erstellen Arbeitsverträge, Bescheinigun"
905d97292499a083,arbeitnow,Personalsachbearbeiter (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP module/technical requirement,Other SAP-Related,Mid / Unspecified,HCM / SuccessFactors,English,2026-07-23T07:30:26,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/personalsachbearbeiter-munich-382093,"Personalsachbearbeiter (m/w/d) - Vollzeit | München | Öffentlicher Dienst Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Personalsachbearbeiter (m/w/d)“. Aufgaben Als Personalsachbearbeiter (m/w/d) betreuen Sie Mitarbeitende vom Eintritt bis zum Austritt und begleiten alle personaladministrativen Prozesse im Tagesgeschäft Sie erstellen Arbeitsverträge, Bescheinigun"
63ced9c34623d79d,arbeitnow,Personalsachbearbeiter Zeitwirtschaft (m/w/d),MY Humancapital GmbH,Neufahrn bei Freising,Neufahrn bei Freising,False,Not disclosed,,,,,SAP module/technical requirement,Other SAP-Related,Mid / Unspecified,HCM / SuccessFactors,,2026-07-24T17:00:35,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/personalsachbearbeiter-zeitwirtschaft-neufahrn-bei-freising-384948,Personalsachbearbeiter Zeitwirtschaft (m/w/d) - Vollzeit | Neufahrn bei Freising | Öffentlicher Dienst Im Auftrag unseres Partnerunternehmens in Neufahrn suchen wir Sie zum nächstmöglichen Zeitpunkt als „Personalsachbearbeiter Zeitwirtschaft (m/w/d)“. Aufgaben Als Personalsachbearbeiter (m/w/d) bearbeiten Sie Zeiterfassungsvorgänge und unterstützen Mitarbeitende bei allen Fragen rund um Arbeitszeiten und Zeitkonten S
d93c8b85f82eba12,arbeitnow,Personalsachbearbeiter Zeitwirtschaft (m/w/d),MY Humancapital GmbH,Neufahrn bei Freising,Neufahrn bei Freising,False,Not disclosed,,,,,SAP module/technical requirement,Other SAP-Related,Mid / Unspecified,HCM / SuccessFactors,English,2026-07-23T10:00:26,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/personalsachbearbeiter-zeitwirtschaft-neufahrn-bei-freising-33353,Personalsachbearbeiter Zeitwirtschaft (m/w/d) - Vollzeit | Neufahrn bei Freising | Öffentlicher Dienst Im Auftrag unseres Partnerunternehmens in Neufahrn suchen wir Sie zum nächstmöglichen Zeitpunkt als „Personalsachbearbeiter Zeitwirtschaft (m/w/d)“. Aufgaben Als Personalsachbearbeiter (m/w/d) bearbeiten Sie Zeiterfassungsvorgänge und unterstützen Mitarbeitende bei allen Fragen rund um Arbeitszeiten und Zeitkonten S
f74026a220753530,arbeitnow,Projektcontroller (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,German,2026-07-24T17:00:27,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/projektcontroller-munich-478468,"Im Auftrag unseres Partnerunternehmens aus dem Öffentlichen Dienst in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „ Projektcontroller (m/w/d) “. Aufgaben Als Projektcontroller (m/w/d) steuern Sie die finanzielle Planung und Überwachung von Förder- und Drittmittelprojekten Zudem erstellen Sie Kalkulationen, überwachen Budgets, Kosten und Zahlungsflüsse und sichern die wirtschaftliche Steuerung Auch verant"
57f5b96ae74634e0,arbeitnow,Projektleiter (m/w/d) Simulationssysteme,MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,Agile / Scrum; German,2026-07-24T17:00:29,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/projektleiter-simulationssysteme-munich-337836,"Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Projektleiter (m/w/d) “. Aufgaben Als Projektleiter (m/w/d) übernehmen Sie die Gesamtverantwortung für nationale und internationale Entwicklungsprojekte hinsichtlich Qualität, Terminen, Budget und Leistung Zudem steuern Sie komplexe technische Projekte und koordinieren interdisziplinäre Teams aus Entwicklung, Fertigung"
acc9be294e01757f,arbeitnow,Projektleiter Technisches Gebäudemanagement (m/w/d) Dresden,MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,English,2026-07-24T17:00:31,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/projektleiter-technisches-gebaudemanagement-dresden-59643,"Projektleiter Technisches Gebäudemanagement (m/w/d) gesucht – Vollzeit | Dresden Im Auftrag unseres Partnerunternehmens in Dresden suchen wir Sie zum nächstmöglichen Zeitpunkt als „Projektleiter Technisches Gebäudemanagement (m/w/d)“ Aufgaben Sie leiten Umbau- und Modernisierungsprojekte von der Bedarfsermittlung über die Planung bis zur erfolgreichen Umsetzung Sie koordinieren Planungsbüros, Dienstleister und ausfüh"
c9a806e2c395cf04,arbeitnow,Projektmanager Vertragsmanagement (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,English; German,2026-07-24T17:00:28,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/projektmanager-vertragsmanagement-munich-297407,"Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „ Projektmanager Vertragsmanagement (m/w/d) “. Aufgaben Als Projektmanager (m/w/d) koordinieren und steuern Sie kaufmännische Prozesse innerhalb komplexer Projekt- und Serviceabläufe Zudem erstellen Sie Angebote, Preis- und Kostenkalkulationen und begleiten die kaufmännische Auftragsabwicklung eigenverantwortlich Auch p"
d071a5a4fc8bdc73,arbeitnow,SAP Inhouse Consultant Business Partner (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,Core SAP delivery role,Technical / Development,Mid / Unspecified,S/4HANA,S/4HANA,2026-07-24T17:00:33,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/sap-inhouse-consultant-business-partner-munich-329294,SAP Inhouse Consultant Business Partner (m/w/d) - Vollzeit | München | Homeoffice-Möglichkeit Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „SAP Inhouse Consultant Business Partner (m/w/d)“. Aufgaben Sie übernehmen die IT-seitige Betreuung und Weiterentwicklung des SAP Business Partners in einer modernen S/4HANA-Systemlandschaft Dabei unterstützen Sie die Fachberei
b09742cbe8945dd0,arbeitnow,Sachbearbeiter Customer Service und Kundenbetreuung (m/w/d),MY Humancapital GmbH,Germany,Germany,False,Not disclosed,,,,,SAP mentioned,Other SAP-Related,Mid / Unspecified,Unspecified SAP,English,2026-07-24T17:00:30,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/sachbearbeiter-customer-service-und-kundenbetreuung-munich-372781,Im Auftrag unseres Partnerunternehmens suchen wir Sie zum nächstmöglichen Zeitpunkt als „ Sachbearbeiter Customer Service & Kundenbetreuung (m/w/d) “. Aufgaben Sie betreuen Kunden serviceorientiert zu auftragsbezogenen Fragestellungen in deutscher und englischer Sprache Sie erfassen Aufträge und sorgen für eine ordnungsgemäße Abwicklung sowie Fakturierung Darüber hinaus erstellen und prüfen Sie Kostenvoranschläge und
